WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (1786749.5559 5640769.2535)",222900,Tangiwai,2696.63220175,2696.63220175,1786749.5559,5640769.2535,-39.36236325,175.16766499,1786749.5559,5640769.2535
"POINT (1795899.9245 5633113.8845)",223000,Raetihi,3.86281296,3.86281296,1795899.92445,5633113.88445,-39.42926305,175.27603962,1795899.9245,5633113.8845
"POINT (1807884.1683 5634768.0203)",223100,Ohakune,6.44049317,6.44049317,1807884.16825,5634768.0203,-39.41156448,175.41465037,1807884.1683,5634768.0203
"POINT (1830336.3872 5627659.451)",223200,Waiouru,5.01061607,5.01061607,1830336.3872,5627659.451,-39.46984453,175.67763799,1830336.3872,5627659.451
"POINT (1786003.8928 5603187.3029)",223300,Upper Whanganui,1849.88702065,1849.88702065,1786003.89275,5603187.30285,-39.70091534,175.16952733,1786003.8928,5603187.3029
"POINT (1762805.2698 5587885.9583)",223400,Mowhanau,170.17854307,170.17854307,1762805.2698,5587885.95825,-39.84344675,174.90288293,1762805.2698,5587885.9583
"POINT (1773528.4125 5583951.1583)",223500,Brunswick-Papaiti,51.53233467,51.53233467,1773528.4125,5583951.15825,-39.87675408,175.02918802,1773528.4125,5583951.1583
"POINT (1768949.9122 5578169.6675)",223600,Castlecliff West,3.02339209,3.02339209,1768949.9122,5578169.6675,-39.92973815,174.97717523,1768949.9122,5578169.6675
"POINT (1772832.7102 5580743.9146)",223700,Otamatea (Whanganui District),2.23081277,2.23081277,1772832.71015,5580743.9146,-39.90577525,175.02190613,1772832.7102,5580743.9146
"POINT (1770259.0466 5577386.2027)",223800,Castlecliff East,2.62583221,2.62583221,1770259.04655,5577386.2027,-39.9365306,174.99269163,1770259.0466,5577386.2027
"POINT (1772355.939 5579068.1707)",223900,Springvale North,1.04156145,1.04156145,1772355.939,5579068.17065,-39.92096132,175.0167745,1772355.939,5579068.1707
"POINT (1775502.2306 5580822.4788)",224000,Lower Aramoho,2.08402396,2.08402396,1775502.23055,5580822.47875,-39.90451924,175.05309598,1775502.2306,5580822.4788
"POINT (1774325.2932 5579896.7335)",224100,St Johns Hill East,1.12370703,1.12370703,1774325.2932,5579896.7335,-39.91309776,175.03958323,1774325.2932,5579896.7335
"POINT (1773542.9966 5579121.99)",224200,St Johns Hill West,1.12201177,1.12201177,1773542.9966,5579121.98995,-39.92023434,175.030642,1773542.9966,5579121.99
"POINT (1771737.5231 5577420.8202)",224300,Titoki,1.92009589,1.92009589,1771737.5231,5577420.8202,-39.93592026,175.00997642,1771737.5231,5577420.8202
"POINT (1772399.6709 5578120.9589)",224400,Springvale West,0.68873691,0.68873691,1772399.6709,5578120.9589,-39.92948142,175.01753635,1772399.6709,5578120.9589
"POINT (1772895.6359 5578543.3404)",224500,Springvale East,0.63070964,0.63070964,1772895.6359,5578543.34035,-39.92557706,175.02322505,1772895.6359,5578543.3404
"POINT (1776954.8879 5581740.4404)",224600,Upper Aramoho,1.56170695,1.56170695,1776954.8879,5581740.44035,-39.89595181,175.06983054,1776954.8879,5581740.4404
"POINT (1771603.5569 5576018.9414)",224700,Balgownie,2.8144437,2.8144437,1771603.5569,5576018.9414,-39.94857043,175.00877867,1771603.5569,5576018.9414
"POINT (1774839.5664 5579158.0782)",224800,Laird Park,1.11351193,1.11351193,1774839.56635,5579158.0782,-39.91964278,175.04579452,1774839.5664,5579158.0782
"POINT (1776426.5939 5580454.5449)",224900,Wembley Park,1.53593018,1.53593018,1776426.59385,5580454.5449,-39.90764024,175.06400242,1776426.5939,5580454.5449
"POINT (1773864.2705 5577974.5028)",225000,College Estate,1.35036588,1.35036588,1773864.2705,5577974.5028,-39.9305007,175.03470499,1773864.2705,5577974.5028
"POINT (1776196.6381 5579770.0031)",225100,Whanganui East-Williams Domain,1.37719066,1.37719066,1776196.63805,5579770.0031,-39.91385177,175.06149866,1776196.6381,5579770.0031
"POINT (1772425.5415 5576648.6074)",225200,Gonville West,0.73842215,0.73842215,1772425.5415,5576648.60735,-39.94273365,175.01822847,1772425.5415,5576648.6074
"POINT (1773357.3376 5577099.263)",225300,Gonville North,1.34068527,1.34068527,1773357.33755,5577099.26295,-39.93848551,175.02900874,1773357.3376,5577099.263
"POINT (1775249.6705 5578409.9425)",225400,Cornmarket,0.62888431,0.62888431,1775249.67045,5578409.94245,-39.92629435,175.05079129,1775249.6705,5578409.9425
"POINT (1776157.5194 5578886.8586)",225500,Whanganui East-Riverlands,1.49505211,1.49505211,1776157.5194,5578886.85855,-39.92181181,175.06127975,1776157.5194,5578886.8586
"POINT (1784218.1701 5576470.3003)",225600,Kaitoke-Fordell,261.31054119,261.31054119,1784218.1701,5576470.30025,-39.94185467,175.15622153,1784218.1701,5576470.3003
"POINT (1774904.6819 5577435.8256)",225700,Whanganui Central,2.43776167,2.43776167,1774904.6819,5577435.8256,-39.93513676,175.04701799,1774904.6819,5577435.8256
"POINT (1773760.1218 5576043.71)",225800,Gonville South,1.53981291,1.53981291,1773760.12175,5576043.71,-39.94790734,175.03400175,1773760.1218,5576043.71
"POINT (1776526.0315 5577481.6912)",225900,Bastia-Durie Hill,2.57031195,2.57031195,1776526.0315,5577481.69115,-39.93438728,175.06596965,1776526.0315,5577481.6912
"POINT (1775118.8633 5575716.9174)",226000,Putiki,3.35422581,3.35422581,1775118.8633,5575716.9174,-39.95056973,175.04998521,1775118.8633,5575716.9174
"POINT (1848538.7271 5613114.987)",226100,Mokai Patea,2475.07449563,2475.07449563,1848538.7271,5613114.98695,-39.59566818,175.89442958,1848538.7271,5613114.987
"POINT (1875423.8207 5639294.8556)",226200,Ngamatea,611.55273062,611.55273062,1875423.8207,5639294.85555,-39.35192361,176.19628395,1875423.8207,5639294.8556
"POINT (1792696.6242 5568536.3)",226300,Turakina,276.63551645,276.63551645,1792696.6242,5568536.3,-40.0113956,175.25773896,1792696.6242,5568536.3
"POINT (1815933.1454 5581444.4453)",226400,Otairi,636.74022781,636.74022781,1815933.14535,5581444.4453,-39.8895865,175.52547495,1815933.1454,5581444.4453
"POINT (1839866.8546 5604233.7168)",226500,Taihape,4.9344456,4.9344456,1839866.85455,5604233.71675,-39.67806733,175.79677339,1839866.8546,5604233.7168
"POINT (1802618.3053 5557342.6374)",226600,Marton Rural,192.56144853,192.56144853,1802618.30525,5557342.6374,-40.10983805,175.37739628,1802618.3053,5557342.6374
"POINT (1802210.1334 5562557.6584)",226700,Marton North,8.7366712,8.7366712,1802210.1334,5562557.65835,-40.06299097,175.37098077,1802210.1334,5562557.6584
"POINT (1794525.2183 5549829.345)",226800,Parewanui,265.95684944,265.95684944,1794525.21825,5549829.34495,-40.17938557,175.28477582,1794525.2183,5549829.345
"POINT (1803377.9616 5560160.4962)",226900,Marton South,4.85631719,4.85631719,1803377.96155,5560160.4962,-40.08428893,175.38541594,1803377.9616,5560160.4962
"POINT (1802847.076 5549610.184)",227000,Bulls,6.69567673,6.69567673,1802847.07595,5549610.184,-40.17938877,175.3825101,1802847.076,5549610.184
"POINT (1830120.4961 5567853.0943)",227100,Kiwitea,783.84226615,783.84226615,1830120.49605,5567853.09425,-40.00817686,175.69603871,1830120.4961,5567853.0943
"POINT (1817260.9418 5555381.8884)",227200,Tokorangi,271.13390378,271.13390378,1817260.94175,5555381.88835,-40.12383342,175.549708,1817260.9418,5555381.8884
"POINT (1803797.805 5545673.5978)",227300,Ohakea-Sanson,82.74217329,82.74217329,1803797.80505,5545673.5978,-40.21459412,175.39491461,1803797.805,5545673.5978
"POINT (1794599.9915 5533286.7645)",227400,Oroua Downs,125.27707497,125.27707497,1794599.99145,5533286.76445,-40.32828797,175.2906718,1794599.9915,5533286.7645
"POINT (1810268.2988 5541566.0863)",227500,Awahuri,126.35606184,126.35606184,1810268.29875,5541566.08625,-40.24996829,175.47223109,1810268.2988,5541566.0863
"POINT (1848367.9571 5560183.8723)",227600,Pohangina-Apiti,682.38329118,682.38329118,1848367.9571,5560183.8723,-40.07201708,175.91250803,1848367.9571,5560183.8723
"POINT (1817467.9592 5546754.2975)",227700,Mount Taylor,3.19060738,3.19060738,1817467.9592,5546754.29745,-40.20143326,175.55504652,1817467.9592,5546754.2975
"POINT (1803316.1959 5529694.5446)",227800,Taikorea,152.97421605,152.97421605,1803316.1959,5529694.5446,-40.35854632,175.39433243,1803316.1959,5529694.5446
"POINT (1818346.7143 5546196.5711)",227900,Makino,1.71330835,1.71330835,1818346.7143,5546196.57105,-40.20622477,175.56555066,1818346.7143,5546196.5711
"POINT (1816626.656 5544023.4562)",228000,Sandon,4.47695063,4.47695063,1816626.656,5544023.4562,-40.22623004,175.54609153,1816626.656,5544023.4562
"POINT (1819755.4326 5546018.8373)",228100,Kimbolton North,4.2250906,4.2250906,1819755.4326,5546018.8373,-40.2074565,175.58214784,1819755.4326,5546018.8373
"POINT (1817737.5164 5544369.7778)",228200,Warwick,0.821351,0.821351,1817737.5164,5544369.77775,-40.22282513,175.55901821,1817737.5164,5544369.7778
"POINT (1818704.3995 5544860.9383)",228300,Kimbolton West,1.16074471,1.16074471,1818704.3995,5544860.93825,-40.21815279,175.57020381,1818704.3995,5544860.9383
"POINT (1819569.0882 5542557.5389)",228400,Feilding Central,4.91853972,4.91853972,1819569.08815,5542557.5389,-40.23865803,175.58114321,1819569.0882,5542557.5389
"POINT (1819342.8775 5543936.459)",228500,Kimbolton South,1.35407415,1.35407415,1819342.8775,5543936.459,-40.22630659,175.57801558,1819342.8775,5543936.459
"POINT (1810195.0954 5527484.3814)",228600,Kauwhata,154.28816889,154.28816889,1810195.0954,5527484.38135,-40.37673467,175.4759989,1810195.0954,5527484.3814
"POINT (1829131.6111 5542534.8918)",228700,Taonui,165.87884474,165.87884474,1829131.61105,5542534.89175,-40.23630115,175.69344838,1829131.6111,5542534.8918
"POINT (1819157.4324 5531977.4629)",228800,Newbury,34.73266926,34.73266926,1819157.4324,5531977.46295,-40.33398879,175.57992885,1819157.4324,5531977.4629
"POINT (1822837.9383 5534271.5925)",228900,Palmerston North Airport,7.53705382,7.53705382,1822837.93825,5534271.5925,-40.31236784,175.62241361,1822837.9383,5534271.5925
"POINT (1821506.4499 5532675.935)",229000,Milson North,0.96528172,0.96528172,1821506.4499,5532675.935,-40.32708272,175.60731249,1821506.4499,5532675.935
"POINT (1819568.0483 5530726.2198)",229100,Cloverlea (Palmerston North City),0.67606911,0.67606911,1819568.0483,5530726.2198,-40.3451422,175.58518807,1819568.0483,5530726.2198
"POINT (1820729.9092 5531297.9235)",229200,Tremaine,4.40159153,4.40159153,1820729.90915,5531297.92345,-40.33969042,175.59865691,1820729.9092,5531297.9235
"POINT (1821290.3625 5531865.0222)",229300,Milson South,1.22972865,1.22972865,1821290.3625,5531865.02215,-40.33443818,175.60505225,1821290.3625,5531865.0222
"POINT (1828680.6352 5534270.7453)",229400,Whakarongo,51.7306993,51.7306993,1828680.6352,5534270.7453,-40.31079696,175.69110134,1828680.6352,5534270.7453
"POINT (1818925.7289 5529571.6678)",229500,Westbrook,1.12911543,1.12911543,1818925.7289,5529571.66775,-40.35570204,175.57802859,1818925.7289,5529571.6678
"POINT (1820699.5713 5530165.9884)",229600,Takaro North,1.11967527,1.11967527,1820699.5713,5530165.98835,-40.34988583,175.59869127,1820699.5713,5530165.9884
"POINT (1818056.8888 5527685.9432)",229700,Pioneer West,2.36384577,2.36384577,1818056.88875,5527685.9432,-40.37290141,175.56845156,1818056.8888,5527685.9432
"POINT (1822096.4035 5531029.5222)",229800,Palmerston North Hospital,1.07412464,1.07412464,1822096.40345,5531029.52215,-40.34174356,175.61482217,1822096.4035,5531029.5222
"POINT (1819605.3099 5528924.9307)",229900,Highbury East,1.16072094,1.16072094,1819605.3099,5528924.9307,-40.3613441,175.58624604,1819605.3099,5528924.9307
"POINT (1818786.0914 5528391.5152)",230000,Park West,0.92856836,0.92856836,1818786.0914,5528391.5152,-40.36636017,175.57679046,1818786.0914,5528391.5152
"POINT (1820244.6627 5529404.7096)",230100,Takaro South,0.87652777,0.87652777,1820244.6627,5529404.7096,-40.35685753,175.59360268,1820244.6627,5529404.7096
"POINT (1823318.0 5531689.9456)",230200,Roslyn (Palmerston North City),1.15075731,1.15075731,1823317.99995,5531689.9456,-40.33547398,175.62895929,1823318,5531689.9456
"POINT (1824653.7181 5532418.2827)",230300,Kelvin Grove West,0.78190158,0.78190158,1824653.7181,5532418.2827,-40.32856085,175.64441186,1824653.7181,5532418.2827
"POINT (1826042.1033 5533057.8999)",230400,Kelvin Grove North,2.14179568,2.14179568,1826042.1033,5533057.8999,-40.32242994,175.6605118,1826042.1033,5533057.8999
"POINT (1822426.5863 5530412.0886)",230500,Papaioea North,0.80386635,0.80386635,1822426.58625,5530412.0886,-40.34721244,175.61892073,1822426.5863,5530412.0886
"POINT (1821651.4151 5529527.8172)",230600,Palmerston North Central,1.84381526,1.84381526,1821651.41505,5529527.8172,-40.35537702,175.61010962,1821651.4151,5529527.8172
"POINT (1819785.3982 5527927.5985)",230700,Awapuni North,1.23350313,1.23350313,1819785.39815,5527927.5985,-40.37027268,175.58870846,1819785.3982,5527927.5985
"POINT (1823693.9485 5530989.1224)",230800,Terrace End,1.20279285,1.20279285,1823693.94845,5530989.12235,-40.34168056,175.63362604,1823693.9485,5530989.1224
"POINT (1818925.742 5526441.6034)",230900,Maraetarata,2.33161877,2.33161877,1818925.74195,5526441.6034,-40.38387287,175.57910311,1818925.742,5526441.6034
"POINT (1822966.9419 5529853.7502)",231000,Papaioea South,0.6005035,0.6005035,1822966.94185,5529853.7502,-40.35209317,175.62547171,1822966.9419,5529853.7502
"POINT (1826191.1871 5532129.8597)",231100,Royal Oak (Palmerston North City),1.62616019,1.62616019,1826191.18705,5532129.8597,-40.33074153,175.66259312,1826191.1871,5532129.8597
"POINT (1821039.7842 5528146.0189)",231200,West End,1.16757728,1.16757728,1821039.78425,5528146.01885,-40.36797536,175.60339294,1821039.7842,5528146.0189
"POINT (1820162.0446 5527075.1951)",231300,Awapuni South,1.70556788,1.70556788,1820162.04465,5527075.1951,-40.37784493,175.59343472,1820162.0446,5527075.1951
"POINT (1822462.9751 5529023.9836)",231400,Milverton,0.56451037,0.56451037,1822462.9751,5529023.98355,-40.35969543,175.61983251,1822462.9751,5529023.9836
"POINT (1824375.9722 5530132.6616)",231500,Ruamahanga,1.53170712,1.53170712,1824375.9722,5530132.66155,-40.34920538,175.64194858,1824375.9722,5530132.6616
"POINT (1821967.3011 5528191.0695)",231600,Esplanade,1.30575848,1.30575848,1821967.3011,5528191.0695,-40.36732356,175.61429075,1821967.3011,5528191.0695
"POINT (1822971.0446 5528784.9278)",231700,Hokowhitu Central,0.91032398,0.91032398,1822971.04455,5528784.92775,-40.36171123,175.62589337,1822971.0446,5528784.9278
"POINT (1823871.7025 5529238.7468)",231800,Hokowhitu East,1.24309948,1.24309948,1823871.70255,5529238.7468,-40.35738577,175.63633044,1823871.7025,5529238.7468
"POINT (1821410.1548 5525628.2378)",231900,Turitea,9.64669874,9.64669874,1821410.15485,5525628.2378,-40.39053678,175.60862529,1821410.1548,5525628.2378
"POINT (1823431.9157 5527841.0693)",232000,Ruahine,1.57973395,1.57973395,1823431.91565,5527841.0693,-40.37008236,175.63164612,1823431.9157,5527841.0693
"POINT (1819545.0517 5524065.7664)",232100,Linton Camp,4.98324546,4.98324546,1819545.0517,5524065.76635,-40.40509247,175.58721079,1819545.0517,5524065.7664
"POINT (1834485.2714 5536274.9857)",232200,Ashhurst,4.23333772,4.23333772,1834485.2714,5536274.9857,-40.29115251,175.75860165,1834485.2714,5536274.9857
"POINT (1824295.687 5528246.2568)",232300,Hokowhitu South,0.89536257,0.89536257,1824295.687,5528246.25685,-40.36620394,175.64166717,1824295.687,5528246.2568
"POINT (1825522.3676 5527865.6806)",232400,Aokautere,7.14236352,7.14236352,1825522.3676,5527865.68055,-40.36929816,175.65623441,1825522.3676,5527865.6806
"POINT (1820870.1761 5518720.3882)",232500,Pihauatua,143.77602883,143.77602883,1820870.17605,5518720.3882,-40.45284951,175.60466791,1820870.1761,5518720.3882
"POINT (1830777.2081 5527858.2549)",232600,Aokautere Rural,83.31302305,83.31302305,1830777.2081,5527858.2549,-40.3679274,175.71806409,1830777.2081,5527858.2549
"POINT (1824536.9832 5525590.6717)",232700,Poutoa,7.06392722,7.06392722,1824536.98325,5525590.67165,-40.3900382,175.64544144,1824536.9832,5525590.6717
"POINT (1868558.4054 5555119.8355)",232800,Norsewood,397.34758877,397.34758877,1868558.4054,5555119.83545,-40.11138214,176.15105007,1868558.4054,5555119.8355
"POINT (1854920.2101 5543429.7664)",232900,Papatawa,230.08922396,230.08922396,1854920.21005,5543429.76635,-40.2208018,175.99586663,1854920.2101,5543429.7664
"POINT (1839791.6129 5524279.3263)",233000,Mangatainoka,496.50143798,496.50143798,1839791.61285,5524279.3263,-40.39758846,175.82546085,1839791.6129,5524279.3263
"POINT (1843481.5298 5530923.0808)",233100,Woodville,4.03940482,4.03940482,1843481.52985,5530923.08085,-40.33673831,175.86635223,1843481.5298,5530923.0808
"POINT (1864080.6992 5545748.4962)",233200,Dannevirke West,2.07393805,2.07393805,1864080.6992,5545748.49615,-40.19710678,176.10242336,1864080.6992,5545748.4962
"POINT (1864005.3528 5544296.2221)",233300,Dannevirke East,4.73903491,4.73903491,1864005.3528,5544296.2221,-40.21019552,176.10213546,1864005.3528,5544296.2221
"POINT (1873350.5089 5533897.9651)",233400,Waitahora,538.28181746,538.28181746,1873350.5089,5533897.96515,-40.30073659,176.21621287,1873350.5089,5533897.9651
"POINT (1852358.9179 5515540.2302)",233500,Kaitawa,583.42668723,583.42668723,1852358.9179,5515540.23015,-40.47250224,175.97682513,1852358.9179,5515540.2302
"POINT (1840585.8273 5517911.321)",233600,Pahiatua,3.86144476,3.86144476,1840585.82725,5517911.321,-40.45465931,175.83721683,1840585.8273,5517911.321
"POINT (1836216.7611 5495936.9386)",233700,Nireaha-Eketahuna,892.63359071,892.63359071,1836216.76105,5495936.93855,-40.65364269,175.79396455,1836216.7611,5495936.9386
"POINT (1880471.8946 5510011.8728)",233800,Owhanga,1142.48960295,1142.48960295,1880471.8946,5510011.8728,-40.51321329,176.31039241,1880471.8946,5510011.8728
"POINT (1874536.2727 5488619.2923)",233900,Mara,69.09271803,69.09271803,1874536.27275,5488619.29225,-40.7076109,176.24976037,1874536.2727,5488619.2923
"POINT (1796207.8291 5511155.4728)",234000,Kere Kere,228.55623008,228.55623008,1796207.8291,5511155.4728,-40.52713273,175.31641185,1796207.8291,5511155.4728
"POINT (1789131.7694 5518347.0575)",234100,Foxton Beach,2.63736367,2.63736367,1789131.7694,5518347.0575,-40.46403695,175.23078759,1789131.7694,5518347.0575
"POINT (1794568.9597 5517476.0528)",234200,Foxton North,4.53325667,4.53325667,1794568.9597,5517476.0528,-40.47062245,175.29513751,1794568.9597,5517476.0528
"POINT (1795878.4404 5515929.2105)",234300,Foxton South,7.03783479,7.03783479,1795878.44035,5515929.21045,-40.48423901,175.31104993,1795878.4404,5515929.2105
"POINT (1791050.8144 5506106.7312)",234400,Waitarere,94.70184098,94.70184098,1791050.8144,5506106.7312,-40.57378541,175.25710024,1791050.8144,5506106.7312
"POINT (1785027.3968 5497407.9262)",234500,Waikawa (Horowhenua District),62.17806512,62.17806512,1785027.3968,5497407.9262,-40.65346254,175.18854367,1785027.3968,5497407.9262
"POINT (1810130.8666 5509844.4616)",234600,Miranui,297.06624502,297.06624502,1810130.86655,5509844.46155,-40.53552154,175.48107991,1810130.8666,5509844.4616
"POINT (1792062.2356 5501595.043)",234700,Donnelly Park,1.90373975,1.90373975,1792062.2356,5501595.043,-40.61416466,175.27041448,1792062.2356,5501595.043
"POINT (1786505.6044 5492327.6772)",234800,Ohau-Manakau,42.22775286,42.22775286,1786505.6044,5492327.6772,-40.69886257,175.20752463,1786505.6044,5492327.6772
"POINT (1793201.6559 5501463.9997)",234900,Kawiu South,1.02386946,1.02386946,1793201.65585,5501463.9997,-40.61507877,175.28391389,1793201.6559,5501463.9997
"POINT (1792385.2578 5500493.9996)",235000,Makomako,0.8565575,0.8565575,1792385.2578,5500493.9996,-40.62400084,175.27456646,1792385.2578,5500493.9996
"POINT (1794608.8138 5501578.918)",235100,Kawiu North,1.75769404,1.75769404,1794608.8138,5501578.91795,-40.61371427,175.30050027,1794608.8138,5501578.918
"POINT (1793256.9033 5500548.1863)",235200,Levin Central,1.04760497,1.04760497,1793256.9033,5500548.18625,-40.6233097,175.2848475,1793256.9033,5500548.1863
"POINT (1795268.1342 5498413.3419)",235300,Tararua,10.746679,10.746679,1795268.1342,5498413.3419,-40.64205371,175.30927003,1795268.1342,5498413.3419
"POINT (1804347.26 5508409.2012)",235400,Shannon,2.94390833,2.94390833,1804347.25995,5508409.20115,-40.54988606,175.41331329,1804347.26,5508409.2012
"POINT (1794257.2341 5500807.613)",235500,Queenwood (Horowhenua District),0.8260467,0.8260467,1794257.2341,5500807.613,-40.62073993,175.29658523,1794257.2341,5500807.613
"POINT (1793708.0891 5499916.8951)",235600,Playford Park,0.85176783,0.85176783,1793708.0891,5499916.8951,-40.62888671,175.29037198,1793708.0891,5499916.8951
"POINT (1795336.2807 5500705.5983)",235700,Fairfield (Horowhenua District),1.73854801,1.73854801,1795336.2807,5500705.59825,-40.6214039,175.30936396,1795336.2807,5500705.5983
"POINT (1793590.136 5499073.4549)",235800,Taitoko,0.9201835,0.9201835,1793590.136,5499073.4549,-40.63650667,175.2892378,1793590.136,5499073.4549
"POINT (1794428.2286 5499534.4586)",235900,Waiopehu,0.75926078,0.75926078,1794428.22855,5499534.45855,-40.63216009,175.29899841,1794428.2286,5499534.4586
"POINT (1803036.277 5497128.2546)",236000,Makahika,170.22394183,170.22394183,1803036.277,5497128.25455,-40.65174754,175.40147681,1803036.277,5497128.2546
"POINT (1794152.5977 5490559.0742)",236100,Kimberley,129.45239359,129.45239359,1794152.59765,5490559.0742,-40.7130168,175.29851589,1794152.5977,5490559.0742
"POINT (1761068.1194 5475484.8756)",236200,Kapiti Island,19.25851521,19.25851521,1761068.11935,5475484.8756,-40.8558721,174.91095422,1761068.1194,5475484.8756
"POINT (1778620.0278 5486238.5389)",236300,Otaki Beach,3.36764189,3.36764189,1778620.02775,5486238.5389,-40.75542681,175.11598727,1778620.0278,5486238.5389
"POINT (1783180.9969 5487430.304)",236400,Forest Lakes (Kapiti Coast District),38.09485449,38.09485449,1783180.99685,5487430.30395,-40.74369534,175.16963257,1783180.9969,5487430.304
"POINT (1780625.6237 5486454.8682)",236500,Otaki,8.47687266,8.47687266,1780625.6237,5486454.8682,-40.75304139,175.13966802,1780625.6237,5486454.8682
"POINT (1777655.4807 5481631.6193)",236600,Te Horo,31.86143602,31.86143602,1777655.48065,5481631.61925,-40.79710947,175.10587813,1777655.4807,5481631.6193
"POINT (1782936.4872 5485647.5622)",236700,Waitohu,0.73786894,0.73786894,1782936.48715,5485647.56215,-40.75979827,175.1672598,1782936.4872,5485647.5622
"POINT (1770834.1525 5474292.0894)",236800,Waikanae Beach,4.365584,4.365584,1770834.15245,5474292.08935,-40.86463333,175.02708132,1770834.1525,5474292.0894
"POINT (1774927.6342 5477230.7184)",236900,Peka Peka,10.01994373,10.01994373,1774927.63415,5477230.71835,-40.83731455,175.07479791,1774927.6342,5477230.7184
"POINT (1768410.6515 5472521.3996)",237000,Paraparaumu Beach North,2.1438252,2.1438252,1768410.65145,5472521.3996,-40.88107643,174.99882094,1768410.6515,5472521.3996
"POINT (1767196.0027 5471340.6475)",237100,Paraparaumu Beach West,1.59459146,1.59459146,1767196.0027,5471340.6475,-40.89195563,174.98473058,1767196.0027,5471340.6475
"POINT (1772707.8401 5474483.8098)",237200,Waikanae Park,7.36001883,7.36001883,1772707.8401,5474483.8098,-40.86251456,175.04924738,1772707.8401,5474483.8098
"POINT (1767917.5256 5471003.9536)",237300,Paraparaumu Beach East,1.06717975,1.06717975,1767917.52555,5471003.95365,-40.89483919,174.99338163,1767917.5256,5471003.9536
"POINT (1770852.4472 5472262.5587)",237400,Otaihanga,4.47399524,4.47399524,1770852.4472,5472262.55865,-40.88290094,175.02785593,1770852.4472,5472262.5587
"POINT (1769436.9681 5470998.7636)",237500,Paraparaumu North,3.53322063,3.53322063,1769436.96805,5470998.7636,-40.8945728,175.01141009,1769436.9681,5470998.7636
"POINT (1774147.3218 5474065.106)",237600,Waikanae West,4.67433567,4.67433567,1774147.3218,5474065.106,-40.86597934,175.06643407,1774147.3218,5474065.106
"POINT (1784419.49 5478501.2881)",237700,Otaki Forks,87.25759187,87.25759187,1784419.48995,5478501.2881,-40.82379781,175.18692762,1784419.49,5478501.2881
"POINT (1768345.9541 5469532.8991)",237800,Paraparaumu Central,4.46476302,4.46476302,1768345.9541,5469532.8991,-40.90799495,174.99886348,1768345.9541,5469532.8991
"POINT (1772378.4086 5466230.506)",237900,Maungakotukutuku,112.70053725,112.70053725,1772378.40855,5466230.50595,-40.93688543,175.04763194,1772378.4086,5466230.506
"POINT (1766919.7527 5468695.9687)",238000,Raumati Beach West,1.74954269,1.74954269,1766919.7527,5468695.9687,-40.91582202,174.98216422,1766919.7527,5468695.9687
"POINT (1775189.4891 5473927.9222)",238100,Waikanae East,3.19398406,3.19398406,1775189.4891,5473927.92215,-40.86699218,175.07883134,1775189.4891,5473927.9222
"POINT (1789118.9635 5468710.46)",238200,Tararua Forest Park,365.62861301,365.62861301,1789118.96345,5468710.45995,-40.91086064,175.24559255,1789118.9635,5468710.46
"POINT (1767792.5011 5468005.1988)",238300,Raumati Beach East,1.424244,1.424244,1767792.50105,5468005.19875,-40.92186239,174.99270893,1767792.5011,5468005.1988
"POINT (1769412.1364 5468247.5472)",238400,Paraparaumu East,2.51183505,2.51183505,1769412.1364,5468247.54715,-40.91934665,175.01186633,1769412.1364,5468247.5472
"POINT (1766950.6102 5465869.0723)",238500,Raumati South,5.64558991,5.64558991,1766950.61015,5465869.0723,-40.94126612,174.98329156,1766950.6102,5465869.0723
"POINT (1765666.8462 5462498.9722)",238600,Paekakariki,5.89331726,5.89331726,1765666.8462,5462498.9722,-40.97186832,174.96895136,1765666.8462,5462498.9722
"POINT (1749605.2743 5449969.9751)",238700,Mana Island,2.11347599,2.11347599,1749605.27435,5449969.9751,-41.0877791,174.78119064,1749605.2743,5449969.9751
"POINT (1757462.2249 5454646.0256)",238800,Pukerua Bay,8.17223643,8.17223643,1757462.2249,5454646.02555,-41.04419545,174.87349264,1757462.2249,5454646.0256
"POINT (1760418.6917 5453176.6044)",238900,Paekakariki Hill,35.79013933,35.79013933,1760418.69165,5453176.6044,-41.05684778,174.90903283,1760418.6917,5453176.6044
"POINT (1756305.7751 5452061.8149)",239000,Plimmerton,5.12590007,5.12590007,1756305.77505,5452061.81495,-41.06768493,174.86039572,1756305.7751,5452061.8149
"POINT (1754845.8646 5448652.4841)",239100,Titahi Bay North,2.00962023,2.00962023,1754845.86455,5448652.48405,-41.0986598,174.84388615,1754845.8646,5448652.4841
"POINT (1753392.4332 5447046.4522)",239200,Titahi Bay South,3.54256873,3.54256873,1753392.4332,5447046.4522,-41.11339531,174.82698818,1753392.4332,5447046.4522
"POINT (1751880.4646 5445006.7387)",239300,Elsdon-Takapuwahia,10.29954961,10.29954961,1751880.4646,5445006.7387,-41.13204408,174.80949296,1751880.4646,5445006.7387
"POINT (1763493.22 5448887.0045)",239400,Pauatahanui,75.94728064,75.94728064,1763493.22,5448887.0045,-41.09485489,174.94674014,1763493.22,5448887.0045
"POINT (1755585.6667 5448044.9912)",239500,Onepoto,2.24118117,2.24118117,1755585.6667,5448044.99115,-41.10398798,174.85284499,1755585.6667,5448044.9912
