WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (1579396.0812 6181775.2488)",100100,North Cape,826.78512205,826.78512205,1579396.08115,6181775.2488,-34.50545276,172.77554997,1579396.0812,6181775.2488
"POINT (1612554.6505 6136232.7661)",100200,Rangaunu Harbour,272.10405305,272.10405305,1612554.6505,6136232.76615,-34.91627744,173.13744282,1612554.6505,6136232.7661
"POINT (1705412.8722 6102111.0264)",100300,Inlets Far North District,0,625.97275382,1705412.87215,6102111.0264,-35.21850133,174.15824941,1705412.8722,6102111.0264
"POINT (1634562.5745 6127415.055)",100400,Karikari Peninsula,174.18081591,174.18081591,1634562.57445,6127415.05495,-34.99527816,173.37873836,1634562.5745,6127415.055
"POINT (1619918.067 6113278.3712)",100500,Tangonge,177.20434269,177.20434269,1619918.06695,6113278.3712,-35.12314727,173.21860407,1619918.067,6113278.3712
"POINT (1614655.6119 6109255.0259)",100600,Ahipara,4.5292775,4.5292775,1614655.61185,6109255.02585,-35.15951697,173.16091938,1614655.6119,6109255.0259
"POINT (1624073.0286 6115410.045)",100700,Kaitaia East,5.26631029,5.26631029,1624073.02855,6115410.04495,-35.10383477,173.26414302,1624073.0286,6115410.045
"POINT (1624343.9204 6113419.0176)",100800,Kaitaia West,3.21185052,3.21185052,1624343.92035,6113419.01755,-35.1217817,173.26717397,1624343.9204,6113419.0176
"POINT (1628355.363 6112734.3932)",100900,Rangitihi,84.66042662,84.66042662,1628355.363,6112734.3932,-35.12785001,173.3112224,1628355.363,6112734.3932
"POINT (1642075.2483 6123164.914)",101000,Oruru-Parapara,103.28072757,103.28072757,1642075.24825,6123164.91395,-35.03331749,173.46127559,1642075.2483,6123164.914
"POINT (1646334.5359 6127202.1685)",101100,Taumarumaru,10.2297234,10.2297234,1646334.53585,6127202.16855,-34.99672682,173.50774402,1646334.5359,6127202.1685
"POINT (1633904.2861 6105862.4712)",101200,Herekino-Takahue,303.69091784,303.69091784,1633904.28605,6105862.4712,-35.18964254,173.37240745,1633904.2861,6105862.4712
"POINT (1640831.6432 6113105.2011)",101300,Peria,199.69058441,199.69058441,1640831.64315,6113105.20105,-35.12407747,173.44813792,1640831.6432,6113105.2011
"POINT (1652809.9381 6123992.4508)",101400,Taemaro-Oruaiti,156.73427166,156.73427166,1652809.93805,6123992.4508,-35.02535123,173.57890377,1652809.9381,6123992.4508
"POINT (1660463.4437 6121224.8387)",101500,Whakapaku,200.87343203,200.87343203,1660463.4437,6121224.8387,-35.04987698,173.66299855,1660463.4437,6121224.8387
"POINT (1630740.6285 6086036.9)",101600,Hokianga North,345.93522228,345.93522228,1630740.62845,6086036.9,-35.36850897,173.33840098,1630740.6285,6086036.9
"POINT (1642157.0152 6094690.1174)",101700,Kohukohu-Broadwood,209.19924258,209.19924258,1642157.01515,6094690.1174,-35.29006863,173.46362668,1642157.0152,6094690.1174
"POINT (1677497.5451 6119649.8363)",101800,Whakarara,169.49143734,169.49143734,1677497.5451,6119649.8363,-35.0629133,173.84991312,1677497.5451,6119649.8363
"POINT (1667702.3839 6109614.3951)",101900,Kaeo,255.57977504,255.57977504,1667702.38385,6109614.39505,-35.15410315,173.74331968,1667702.3839,6109614.3951
"POINT (1656177.3855 6094804.9782)",102000,Omahuta Forest-Horeke,463.54915239,463.54915239,1656177.3855,6094804.97815,-35.28834375,173.61780248,1656177.3855,6094804.9782
"POINT (1643948.1421 6074946.1727)",102100,Hokianga South,126.08745475,126.08745475,1643948.14205,6074946.17265,-35.46801387,173.48438703,1643948.1421,6074946.1727
"POINT (1678789.7548 6106356.0226)",102200,Lake Manuwai-Kapiro,59.06085734,59.06085734,1678789.75475,6106356.02255,-35.18267324,173.86535013,1678789.7548,6106356.0226
"POINT (1671911.4646 6094885.3557)",102300,Okaihau,147.59027666,160.01971243,1671911.4646,6094885.3557,-35.28661159,173.79081555,1671911.4646,6094885.3557
"POINT (1685559.532 6111672.7895)",102400,Rangitane-Purerua,123.18645582,123.18645582,1685559.53205,6111672.7895,-35.13418331,173.9391431,1685559.532,6111672.7895
"POINT (1683593.3947 6103289.3631)",102500,Waipapa,9.15899721,9.15899721,1683593.3947,6103289.36305,-35.2099338,173.91841396,1683593.3947,6103289.3631
"POINT (1682176.1845 6098662.9188)",102600,Puketotara,55.26424098,55.26424098,1682176.1845,6098662.9188,-35.2517628,173.90330753,1682176.1845,6098662.9188
"POINT (1657103.1515 6072747.7433)",102700,Waima Forest,236.99516982,236.99516982,1657103.15145,6072747.7433,-35.48716638,173.62952632,1657103.1515,6072747.7433
"POINT (1687602.2238 6103459.2968)",102800,Riverview,6.21930008,6.21930008,1687602.2238,6103459.29685,-35.20805962,173.9624342,1687602.2238,6103459.2968
"POINT (1646329.2604 6062371.3166)",102900,Waipoua Forest,277.80801476,277.80801476,1646329.2604,6062371.3166,-35.58128435,173.51134902,1646329.2604,6062371.3166
"POINT (1686540.0073 6101582.4649)",103000,Kerikeri Central,3.71173696,3.71173696,1686540.0073,6101582.46485,-35.22507309,173.95096304,1686540.0073,6101582.4649
"POINT (1687138.248 6099211.3497)",103100,Kerikeri South,15.46843227,15.46843227,1687138.24795,6099211.34965,-35.24639884,173.9577874,1687138.248,6099211.3497
"POINT (1678149.0902 6089443.304)",103200,Ohaeawai-Waimate North,87.40452306,87.40452306,1678149.0902,6089443.304,-35.33520904,173.85992372,1678149.0902,6089443.304
"POINT (1691027.9822 6095455.082)",103300,Puketona-Waitangi,156.38492968,156.38492968,1691027.9822,6095455.082,-35.27991822,174.00095246,1691027.9822,6095455.082
"POINT (1669478.8209 6079795.7968)",103400,Ngapuhi,175.39009407,175.39009407,1669478.82095,6079795.79675,-35.4228326,173.76534835,1669478.8209,6079795.7968
"POINT (1672426.8724 6081426.043)",103500,Kaikohe,5.67512268,5.67512268,1672426.8724,6081426.04295,-35.40792422,173.79767516,1672426.8724,6081426.043
"POINT (1689431.8739 6085760.3368)",103600,Pakaraka,72.33748195,72.33748195,1689431.87385,6085760.33675,-35.36746635,173.98446287,1689431.8739,6085760.3368
"POINT (1696327.144 6095465.6992)",103700,Haruru,1.52772435,1.52772435,1696327.144,6095465.6992,-35.27932636,174.05921268,1696327.144,6095465.6992
"POINT (1702290.3296 6097927.8352)",103800,Russell,3.27931477,3.27931477,1702290.32955,6097927.8352,-35.25653762,174.12446613,1702290.3296,6097927.8352
"POINT (1699402.4066 6094681.1088)",103900,Paihia,2.2421089,2.2421089,1699402.40655,6094681.1088,-35.28609895,174.09311792,1699402.4066,6094681.1088
"POINT (1672999.1358 6065978.4669)",104000,Mataraua Forest,272.9269353,272.9269353,1672999.13575,6065978.46685,-35.54715526,173.80536516,1672999.1358,6065978.4669
"POINT (1686407.6311 6071747.7597)",104100,Matawaia-Taumarere,410.6837121,410.6837121,1686407.6311,6071747.7597,-35.49406405,173.95266307,1686407.6311,6071747.7597
"POINT (1705691.1918 6094532.8277)",104200,Russell Peninsula,26.20135237,26.20135237,1705691.19175,6094532.8277,-35.28679106,174.16228184,1705691.1918,6094532.8277
"POINT (1699985.5716 6090614.5372)",104300,Opua (Far North District),5.62247307,5.62247307,1699985.5716,6090614.5372,-35.32270229,174.10002605,1699985.5716,6090614.5372
"POINT (1711378.574 6085368.234)",104400,Russell Forest-Rawhiti,191.37950948,191.37950948,1711378.574,6085368.234,-35.36879174,174.22606034,1711378.574,6085368.234
"POINT (1693111.3557 6083919.9213)",104500,Moerewa,1.87566952,1.87566952,1693111.35565,6083919.92125,-35.38372176,174.02517066,1693111.3557,6083919.9213
"POINT (1697711.5911 6084397.408)",104600,Kawakawa,1.73247964,1.73247964,1697711.5911,6084397.408,-35.37897674,174.07575504,1697711.5911,6084397.408
"POINT (1703540.6805 6073319.553)",104700,Maromaku,238.30862311,238.30862311,1703540.68045,6073319.553,-35.47825535,174.1413276,1703540.6805,6073319.553
"POINT (1690731.954 6054073.0274)",104800,Mangakahia-Hukerenui,658.54706101,658.54706101,1690731.954,6054073.02735,-35.65301955,174.0023164,1690731.954,6054073.0274
"POINT (1721095.0401 6071805.3417)",104900,Whangaruru,469.35201031,469.35201031,1721095.0401,6071805.3417,-35.48991999,174.3350113,1721095.0401,6071805.3417
"POINT (1722356.1878 6085012.2931)",105000,Inlets other Whangarei District,0,39.02456944,1722356.1878,6085012.2931,-35.370714,174.34692727,1722356.1878,6085012.2931
"POINT (1709501.6599 6052279.0307)",105100,Matarau,108.38593904,108.38593904,1709501.6599,6052279.03065,-35.66728748,174.20987157,1709501.6599,6052279.0307
"POINT (1716603.0205 6060265.3993)",105200,Hikurangi,4.0002501,4.0002501,1716603.02045,6060265.3993,-35.5944828,174.28716175,1716603.0205,6060265.3993
"POINT (1716506.553 6056388.2593)",105300,Kauri,56.10398784,56.10398784,1716506.55295,6056388.25925,-35.62944367,174.28665672,1716506.553,6056388.2593
"POINT (1704387.7144 6041826.8268)",105400,Maungatapere,174.47962567,174.47962567,1704387.71435,6041826.82675,-35.76206371,174.15473729,1704387.7144,6041826.8268
"POINT (1717209.459 6051872.6716)",105500,Kamo West,4.49900752,4.49900752,1717209.45895,6051872.67155,-35.67006476,174.29507452,1717209.459,6051872.6716
"POINT (1733888.359 6059640.3206)",105600,Matapouri-Tutukaka,78.46534341,78.46534341,1733888.359,6059640.3206,-35.59792832,174.47802227,1733888.359,6059640.3206
"POINT (1727003.2922 6054324.7915)",105700,Kiripaka,72.06743057,72.06743057,1727003.2922,6054324.79145,-35.64674958,174.40287423,1727003.2922,6054324.7915
"POINT (1718531.5152 6051033.3223)",105800,Kamo East,1.42716225,1.42716225,1718531.51515,6051033.3223,-35.67747272,174.30980246,1718531.5152,6051033.3223
"POINT (1717178.6089 6049644.807)",105900,Granfield Reserve,1.66090904,1.66090904,1717178.60885,6049644.80695,-35.69015065,174.29505823,1717178.6089,6049644.807
"POINT (1718078.3531 6050219.5446)",106000,Kamo Central,1.09354706,1.09354706,1718078.35305,6050219.5446,-35.68486255,174.30491552,1718078.3531,6050219.5446
"POINT (1717223.8601 6047974.585)",106100,Whau Valley,7.18025885,7.18025885,1717223.8601,6047974.585,-35.70520079,174.29580182,1717223.8601,6047974.585
"POINT (1719725.175 6050642.5042)",106200,Tikipunga North,2.74100722,2.74100722,1719725.17495,6050642.5042,-35.68085136,174.32304772,1719725.175,6050642.5042
"POINT (1713476.1134 6043447.606)",106300,Pukenui,19.19103565,19.19103565,1713476.11335,6043447.60605,-35.74644668,174.25502298,1713476.1134,6043447.606
"POINT (1719222.6634 6049268.4777)",106400,Otangarei,1.03955837,1.03955837,1719222.66335,6049268.47775,-35.69329776,174.31769963,1719222.6634,6049268.4777
"POINT (1720484.3659 6049109.5032)",106500,Tikipunga South,2.74033953,2.74033953,1720484.3659,6049109.50315,-35.69457731,174.33166497,1720484.3659,6049109.5032
"POINT (1718345.8072 6047083.2269)",106600,Kensington (Whangarei District),3.11118529,3.11118529,1718345.8072,6047083.22685,-35.71310137,174.30833235,1718345.8072,6047083.2269
"POINT (1723144.9311 6048028.7427)",106700,Abbey Caves-Glenbervie,32.11865017,32.11865017,1723144.9311,6048028.74265,-35.70399025,174.36122936,1723144.9311,6048028.7427
"POINT (1719803.5126 6048016.3196)",106800,Mairtown,0.94419075,0.94419075,1719803.51255,6048016.31955,-35.70451425,174.32430453,1719803.5126,6048016.3196
"POINT (1716685.3432 6044390.563)",106900,Maunu-Horahora,4.29745554,4.29745554,1716685.3432,6044390.56295,-35.73757136,174.29037127,1716685.3432,6044390.563
"POINT (1718435.569 6045536.2537)",107000,Woodhill-Vinetown,1.38522205,1.38522205,1718435.56895,6045536.25365,-35.727035,174.30955264,1718435.569,6045536.2537
"POINT (1719767.5343 6045359.1823)",107100,Whangarei Central,2.81299371,2.81299371,1719767.5343,6045359.1823,-35.72846995,174.32430322,1719767.5343,6045359.1823
"POINT (1721158.8975 6045615.0001)",107200,Riverside,3.50780578,3.50780578,1721158.8975,6045615.0001,-35.72599375,174.33964555,1721158.8975,6045615.0001
"POINT (1717444.5161 6043036.3363)",107300,Raumanga,3.46035972,3.46035972,1717444.5161,6043036.33625,-35.74968804,174.29896302,1717444.5161,6043036.3363
"POINT (1718367.0816 6043895.7743)",107400,Tarewa,0.94067805,0.94067805,1718367.08155,6043895.7743,-35.7418305,174.30903757,1718367.0816,6043895.7743
"POINT (1719371.6494 6044486.1214)",107500,Morningside (Whangarei District),1.20188251,1.20188251,1719371.6494,6044486.12135,-35.73638776,174.32005673,1719371.6494,6044486.1214
"POINT (1737169.4837 6056628.5375)",107600,Ngunguru,3.56520869,3.56520869,1737169.48365,6056628.53745,-35.62462501,174.51474389,1737169.4837,6056628.5375
"POINT (1716204.7035 6039573.701)",107700,Otaika-Portland,41.34127459,41.34127459,1716204.70345,6039573.70095,-35.78104758,174.2857558,1716204.7035,6039573.701
"POINT (1709737.7061 6026916.311)",107800,Oakleigh-Mangapai,323.78100653,323.78100653,1709737.7061,6026916.311,-35.89588695,174.21595621,1709737.7061,6026916.311
"POINT (1720319.454 6043043.7785)",107900,Port-Limeburners,7.41161121,7.41161121,1720319.454,6043043.77845,-35.74927345,174.33075178,1720319.454,6043043.7785
"POINT (1729192.1068 6048723.6773)",108000,Pataua,128.58726061,128.58726061,1729192.1068,6048723.67735,-35.69695195,174.42794425,1729192.1068,6048723.6773
"POINT (1724098.2649 6042637.6936)",108100,Onerahi Park,1.9996437,1.9996437,1724098.2649,6042637.69355,-35.75246425,174.37259829,1724098.2649,6042637.6936
"POINT (1723128.4135 6043070.6712)",108200,Sherwood Rise,1.30633937,1.30633937,1723128.4135,6043070.6712,-35.7486834,174.3618074,1723128.4135,6043070.6712
"POINT (1723256.9152 6041128.3423)",108300,Onerahi,2.29421222,2.29421222,1723256.91515,6041128.3423,-35.76617497,174.363527,1723256.9152,6041128.3423
"POINT (1727467.5637 6037121.1912)",108400,Inlet Whangarei Harbour,0,103.17545034,1727467.5637,6037121.1912,-35.80175652,174.41073294,1727467.5637,6037121.1912
"POINT (1729106.402 6041728.0661)",108500,Parua Bay,39.0954391,39.0954391,1729106.40195,6041728.0661,-35.76001844,174.42812257,1729106.402,6041728.0661
"POINT (1724865.4843 6024598.1133)",108600,Bream Bay,235.31798384,235.31798384,1724865.48425,6024598.11325,-35.91496801,174.38390319,1724865.4843,6024598.1133
"POINT (1734277.11 6032395.3797)",108700,Marsden Bay,6.10249454,6.10249454,1734277.11,6032395.3797,-35.84344323,174.48686898,1734277.11,6032395.3797
"POINT (1731546.0545 6028525.2169)",108800,Ruakaka,15.79852036,15.79852036,1731546.05455,6028525.21685,-35.87869623,174.45727498,1731546.0545,6028525.2169
"POINT (1738749.3898 6035023.7356)",108900,Bream Head,52.18004192,52.18004192,1738749.38975,6035023.73555,-35.81913112,174.53591875,1738749.3898,6035023.7356
"POINT (1730708.3725 6011384.0135)",109000,Waipu,136.59458638,136.59458638,1730708.37245,6011384.01345,-36.03330412,174.45082085,1730708.3725,6011384.0135
"POINT (1658895.5358 6045913.0658)",109100,Kaipara Coastal,1248.06198971,1248.06198971,1658895.53575,6045913.06575,-35.72900181,173.65124289,1658895.5358,6045913.0658
"POINT (1687641.1909 6029262.8286)",109200,Maungaru,691.9661207,691.9661207,1687641.19085,6029262.82865,-35.87696287,173.97089153,1687641.1909,6029262.8286
"POINT (1678042.8082 6022449.0702)",109300,Dargaville,12.55839585,12.55839585,1678042.8082,6022449.07015,-35.93920158,173.86524045,1678042.8082,6022449.0702
"POINT (1703222.5507 6006040.8644)",109400,Ruawai-Matakohe,530.44403267,530.44403267,1703222.55065,6006040.8644,-36.08477059,174.14649781,1703222.5507,6006040.8644
"POINT (1718959.6135 5992366.3283)",109500,Otamatea (Kaipara District),244.89158927,244.89158927,1718959.61345,5992366.32825,-36.20622411,174.32331996,1718959.6135,5992366.3283
"POINT (1721231.7843 6003063.6784)",109600,Maungaturoto,21.59969701,21.59969701,1721231.7843,6003063.6784,-36.10952458,174.34693916,1721231.7843,6003063.6784
"POINT (1727617.9059 5992773.8721)",109700,Kaiwaka,259.02591836,259.02591836,1727617.90595,5992773.8721,-36.20144738,174.41954369,1727617.9059,5992773.8721
"POINT (1739097.8832 6001925.9395)",109800,Mangawhai Rural,91.18003775,91.18003775,1739097.8832,6001925.93945,-36.11738276,174.54557961,1739097.8832,6001925.9395
"POINT (1742603.3887 6004417.3813)",109900,Mangawhai Heads,6.98889597,6.98889597,1742603.3887,6004417.3813,-36.09442027,174.58406666,1742603.3887,6004417.3813
"POINT (1743434.8557 6001794.594)",110000,Inlet Mangawhai Harbour,0,5.86889674,1743434.85565,6001794.59395,-36.11793515,174.59377708,1743434.8557,6001794.594
"POINT (1741866.2306 6001051.4766)",110100,Mangawhai,1.99427586,1.99427586,1741866.2306,6001051.4766,-36.12486297,174.57648718,1741866.2306,6001051.4766
"POINT (1732707.7611 5979971.6364)",110200,Okahukura Peninsula,211.18081304,211.18081304,1732707.76105,5979971.63635,-36.31614337,174.47831639,1732707.7611,5979971.6364
"POINT (1718879.0116 5964914.6109)",110300,Inlet Kaipara Harbour South,0,391.72449421,1718879.01155,5964914.61085,-36.45365718,174.32661216,1718879.0116,5964914.6109
"POINT (1746115.6376 5986614.5461)",110400,Cape Rodney,370.64774254,370.64774254,1746115.63755,5986614.5461,-36.25433822,174.62638047,1746115.6376,5986614.5461
"POINT (1736627.742 5982495.6469)",110500,Wellsford,4.55282827,4.55282827,1736627.74195,5982495.6469,-36.2928483,174.52152782,1736627.742,5982495.6469
"POINT (1794808.5129 5983761.3101)",110600,Oceanic Auckland Region East,0,7823.24088442,1794808.5129,5983761.3101,-36.27144929,175.16877457,1794808.5129,5983761.3101
"POINT (1717382.5173 5949415.471)",110700,South Head,339.79389712,339.79389712,1717382.5173,5949415.471,-36.59353204,174.31227374,1717382.5173,5949415.471
"POINT (1733398.6439 5963611.9362)",110800,Kaipara Hills,282.59738123,282.59738123,1733398.64385,5963611.93615,-36.46348663,174.48881947,1733398.6439,5963611.9362
"POINT (1751367.6542 5976910.488)",110900,Dome Valley-Matakana,84.7499658,84.7499658,1751367.65415,5976910.488,-36.34097815,174.68669921,1751367.6542,5976910.488
"POINT (1715555.5138 5915112.2665)",111000,Oceanic Auckland Region West,0,2384.01250114,1715555.51375,5915112.26645,-36.90291297,174.29704734,1715555.5138,5915112.2665
"POINT (1748126.6341 5971645.0836)",111100,Warkworth West,11.35975247,11.35975247,1748126.63405,5971645.08355,-36.38893228,174.65160073,1748126.6341,5971645.0836
"POINT (1745569.8 5962858.0183)",111200,Puhoi Valley,236.52996459,236.52996459,1745569.8,5962858.01835,-36.46850912,174.62475233,1745569.8,5962858.0183
"POINT (1749558.9781 5969805.6033)",111300,Warkworth East,4.21863402,4.21863402,1749558.97805,5969805.60325,-36.40528692,174.66791942,1749558.9781,5969805.6033
"POINT (1752320.2081 5970590.6033)",111400,Sandspit,22.43923564,22.43923564,1752320.2081,5970590.60325,-36.39777901,174.69854725,1752320.2081,5970590.6033
"POINT (1760751.8061 5973969.0797)",111500,Tawharanui Peninsula,46.6707281,46.6707281,1760751.80615,5973969.07965,-36.36596181,174.79183013,1760751.8061,5973969.0797
"POINT (1732723.8705 5948092.4107)",111600,Te Kuru,80.93043952,80.93043952,1732723.87045,5948092.4107,-36.60344402,174.48396116,1732723.8705,5948092.4107
"POINT (1754664.9923 5968056.2661)",111700,Snells Beach,3.82725987,3.82725987,1754664.9923,5968056.26615,-36.42024184,174.72518871,1754664.9923,5968056.2661
"POINT (1817857.9742 5991024.6205)",111800,Barrier Islands,320.4141008,320.4141008,1817857.97415,5991024.6205,-36.20109801,175.42316367,1817857.9742,5991024.6205
"POINT (1756466.4494 5963948.4922)",111900,Algies Bay-Scotts Landing,15.36828354,15.36828354,1756466.4494,5963948.49215,-36.45696537,174.74610372,1756466.4494,5963948.4922
"POINT (1816354.1321 5983026.2655)",112000,Inlets other Auckland,0,123.16892795,1816354.1321,5983026.2655,-36.27348144,175.40866062,1816354.1321,5983026.2655
"POINT (1739863.6782 5950009.9052)",112100,Wainui-Waiwera,78.7150854,78.7150854,1739863.6782,5950009.90515,-36.58514355,174.56341509,1739863.6782,5950009.9052
"POINT (1728343.4571 5942145.9004)",112200,Parakai,1.45487644,1.45487644,1728343.45705,5942145.9004,-36.65763462,174.43599289,1728343.4571,5942145.9004
"POINT (1733962.3473 5942960.0163)",112300,Helensville Rural,56.91997862,56.91997862,1733962.3473,5942960.0163,-36.64952348,174.4986995,1733962.3473,5942960.0163
"POINT (1729946.3976 5940198.2722)",112400,Helensville,3.36590766,3.36590766,1729946.3976,5940198.2722,-36.67496915,174.45425272,1729946.3976,5940198.2722
"POINT (1741630.8133 5944187.9736)",112500,Waitoki,40.75529776,40.75529776,1741630.81325,5944187.9736,-36.63734759,174.58423463,1741630.8133,5944187.9736
"POINT (1735379.8688 5936238.8997)",112600,Waikoukou Valley,52.8545831,52.8545831,1735379.86875,5936238.8997,-36.70989198,174.51574111,1735379.8688,5936238.8997
"POINT (1749932.1087 5950290.2042)",112700,Orewa North,3.0420543,3.0420543,1749932.10865,5950290.20415,-36.58108865,174.67586463,1749932.1087,5950290.2042
"POINT (1751160.7656 5951497.0794)",112800,Hatfields Beach,0.92325487,0.92325487,1751160.7656,5951497.07935,-36.57001949,174.68935557,1751160.7656,5951497.0794
"POINT (1750802.0188 5949271.0348)",112900,Orewa South,2.31160628,2.31160628,1750802.0188,5949271.0348,-36.59013546,174.685784,1750802.0188,5949271.0348
"POINT (1751583.1692 5949575.8682)",113000,Orewa Central,1.45284321,1.45284321,1751583.16915,5949575.8682,-36.58726477,174.6944528,1751583.1692,5949575.8682
"POINT (1749571.5786 5948031.5638)",113100,Millwater North,1.75217359,1.75217359,1749571.5786,5948031.5638,-36.6014983,174.67227556,1749571.5786,5948031.5638
"POINT (1726776.8372 5928693.2391)",113200,Waipatukahu,52.05879697,52.05879697,1726776.8372,5928693.2391,-36.77908114,174.42070067,1726776.8372,5928693.2391
"POINT (1749347.9364 5946835.6316)",113300,Millwater South,2.41113494,2.41113494,1749347.93635,5946835.63155,-36.61231012,174.67000848,1749347.9364,5946835.6316
"POINT (1747831.251 5943268.0678)",113400,Dairy Flat North,22.96899967,22.96899967,1747831.25095,5943268.0678,-36.6446947,174.65374224,1747831.251,5943268.0678
"POINT (1744668.2197 5940402.3217)",113500,Dairy Flat West,30.97978859,30.97978859,1744668.2197,5940402.32165,-36.67100483,174.61891208,1744668.2197,5940402.3217
"POINT (1750836.3368 5947502.7499)",113600,Kingsway,0.9031104,0.9031104,1750836.3368,5947502.74985,-36.60606427,174.68651435,1750836.3368,5947502.7499
"POINT (1740592.2844 5935628.2609)",113700,Riverhead Forest,48.42763587,48.42763587,1740592.28435,5935628.26085,-36.71463745,174.57419307,1740592.2844,5935628.2609
"POINT (1749765.4955 5945528.8582)",113800,Silverdale Central (Auckland),3.36140307,3.36140307,1749765.4955,5945528.85815,-36.62402013,174.6749306,1749765.4955,5945528.8582
"POINT (1751626.2469 5946911.1065)",113900,Red Beach West,1.83998367,1.83998367,1751626.24685,5946911.10645,-36.61127031,174.69545963,1751626.2469,5946911.1065
"POINT (1752480.2078 5947489.6098)",114000,Red Beach East,1.56444435,1.56444435,1752480.2078,5947489.60975,-36.60592118,174.70488989,1752480.2078,5947489.6098
"POINT (1751248.6685 5945061.4661)",114100,Silverdale South (Auckland),10.18954365,10.18954365,1751248.66845,5945061.46605,-36.62799753,174.69160348,1751248.6685,5945061.4661
"POINT (1730678.0493 5928465.9103)",114200,Waimauku,5.63314315,5.63314315,1730678.0493,5928465.91025,-36.7805997,174.46444508,1730678.0493,5928465.9103
"POINT (1765547.4738 5927137.3532)",114300,Gulf Islands,66.09614073,66.09614073,1765547.4738,5927137.35315,-36.787119,174.85533201,1765547.4738,5927137.3532
"POINT (1753632.5079 5946132.6535)",114400,Vipond,1.38113819,1.38113819,1753632.5079,5946132.6535,-36.61796366,174.7180399,1753632.5079,5946132.6535
"POINT (1727461.1229 5923559.8498)",114500,Muriwai,3.01225115,3.01225115,1727461.1229,5923559.84975,-36.82525102,174.42922639,1727461.1229,5923559.8498
"POINT (1754445.4297 5945558.9365)",114600,Stanmore Bay West,0.98684481,0.98684481,1754445.42965,5945558.93645,-36.62300197,174.72724226,1754445.4297,5945558.9365
"POINT (1735737.9139 5927300.4741)",114700,Kumeu Rural West,24.43335565,24.43335565,1735737.91385,5927300.4741,-36.79039063,174.52133836,1735737.9139,5927300.4741
"POINT (1752809.4182 5940692.8519)",114800,Okura Bush,28.98872701,28.98872701,1752809.4182,5940692.8519,-36.66711378,174.70992257,1752809.4182,5940692.8519
"POINT (1754985.2046 5944038.4467)",114900,Whangaparoa Central,3.6915778,3.6915778,1754985.20455,5944038.4467,-36.63661523,174.73358327,1754985.2046,5944038.4467
"POINT (1737695.371 5929533.7473)",115000,Kumeu-Huapai,6.3210669,6.3210669,1737695.37095,5929533.7473,-36.76998293,174.54286666,1737695.371,5929533.7473
"POINT (1755731.2799 5944833.8599)",115100,Stanmore Bay East,1.33781837,1.33781837,1755731.2799,5944833.8599,-36.6293262,174.74176363,1755731.2799,5944833.8599
"POINT (1756727.8664 5944367.4746)",115200,Manly West,1.0323979,1.0323979,1756727.86635,5944367.4746,-36.63336524,174.75300037,1756727.8664,5944367.4746
"POINT (1731136.3021 5924116.4463)",115300,Muriwai Valley-Bethells Beach,35.35470719,35.35470719,1731136.30205,5924116.4463,-36.8197327,174.47032818,1731136.3021,5924116.4463
"POINT (1758911.6886 5946183.5858)",115400,Tindalls-Matakatia,2.93347637,2.93347637,1758911.68855,5946183.5858,-36.61663904,174.77704003,1758911.6886,5946183.5858
"POINT (1746755.0096 5934629.0876)",115500,Coatesville,24.36637718,24.36637718,1746755.0096,5934629.0876,-36.72270876,174.64336292,1746755.0096,5934629.0876
"POINT (1750005.0679 5937580.8266)",115600,Dairy Flat South,15.21709972,15.21709972,1750005.0679,5937580.8266,-36.6956027,174.67916408,1750005.0679,5937580.8266
"POINT (1760455.5092 5946947.5527)",115700,Gulf Harbour North,1.75709588,1.75709588,1760455.50915,5946947.55265,-36.60949658,174.79413674,1760455.5092,5946947.5527
"POINT (1757468.8425 5944351.1788)",115800,Manly East,1.57463079,1.57463079,1757468.8425,5944351.17875,-36.63338986,174.76128799,1757468.8425,5944351.1788
"POINT (1741362.7254 5930792.1267)",115900,Riverhead,4.05197196,4.05197196,1741362.72535,5930792.12665,-36.75810331,174.58371179,1741362.7254,5930792.1267
"POINT (1763069.3753 5947386.4881)",116000,Army Bay,6.21560447,6.21560447,1763069.3753,5947386.4881,-36.60509803,174.82325733,1763069.3753,5947386.4881
"POINT (1740512.836 5928755.6776)",116100,Kumeu Rural East,14.92218201,14.92218201,1740512.83595,5928755.67755,-36.77658085,174.57456886,1740512.836,5928755.6776
"POINT (1760591.9542 5945424.6593)",116200,Gulf Harbour South,2.42885442,2.67530904,1760591.95415,5945424.6593,-36.62319574,174.79598006,1760591.9542,5945424.6593
"POINT (1744236.6815 5931080.4568)",116300,Paremoremo West,9.47118767,9.47118767,1744236.6815,5931080.45675,-36.75507226,174.61584322,1744236.6815,5931080.4568
"POINT (1738618.1784 5923785.6584)",116400,Taupaki,27.20363525,27.20363525,1738618.17835,5923785.65835,-36.82164682,174.5542496,1738618.1784,5923785.6584
"POINT (1754833.352 5938176.2042)",116500,Long Bay,2.78715748,2.78715748,1754833.35195,5938176.2042,-36.68946348,174.73306962,1754833.352,5938176.2042
"POINT (1748207.0337 5931595.3496)",116600,Paremoremo East,11.60727229,11.60727229,1748207.03365,5931595.3496,-36.74982031,174.66020526,1748207.0337,5931595.3496
